111.206.221.10 - - [30/Jun/2018:02:29:12 +1000] "GET /layerslider/js/layerslider.kreaturamedia.jquery.js HTTP/1.1" 200 57013 "http://www.linkservices.com.au/" "Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)"
111.206.198.120 - - [30/Jun/2018:02:29:18 +1000] "GET /img/masterslider/03.jpg HTTP/1.1" 200 1187289 "http://www.linkservices.com.au/" "Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)"
17.58.102.154 - - [30/Jun/2018:03:48:06 +1000] "GET /robots.txt HTTP/1.1" 404 232 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5 (Applebot/0.1; +http://www.apple.com/go/applebot)"
17.58.102.154 - - [30/Jun/2018:03:48:06 +1000] "GET / HTTP/1.1" 200 6301 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5 (Applebot/0.1; +http://www.apple.com/go/applebot)"
111.206.198.100 - - [30/Jun/2018:02:29:14 +1000] "GET /masterslider/skins/default/light-skin-1.png HTTP/1.1" 200 4267 "http://www.linkservices.com.au/masterslider/skins/default/style.css" "Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)"
111.206.198.40 - - [30/Jun/2018:02:29:10 +1000] "GET /css/bootstrap.css HTTP/1.1" 200 115659 "http://www.linkservices.com.au/" "Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)"
5.79.137.186 - - [30/Jun/2018:05:26:09 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:26:12 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:26:36 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:26:07 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:26:29 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:27:01 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:27:19 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
111.206.198.109 - - [30/Jun/2018:02:29:14 +1000] "GET /img/masterslider/01.jpg HTTP/1.1" 200 766148 "http://www.linkservices.com.au/" "Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)"
5.79.137.186 - - [30/Jun/2018:05:26:52 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:26:18 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:26:51 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:27:10 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
112.5.248.219 - - [30/Jun/2018:03:30:23 +1000] "GET / HTTP/1.1" 200 6301 "https://www.blog100.org/online-traffic-problems-are-now-a-thing-of-the-past/26882616/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:58.0) Gecko/20100101 Firefox/58.0"
5.79.137.186 - - [30/Jun/2018:05:26:25 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:27:11 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:26:34 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:26:26 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:27:00 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:27:17 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
40.77.167.173 - - [30/Jun/2018:07:32:39 +1000] "GET / HTTP/1.1" 200 6301 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
5.79.137.186 - - [30/Jun/2018:05:26:54 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:26:42 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:26:38 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
111.206.198.4 - - [30/Jun/2018:02:29:11 +1000] "GET /js/tinynav.min.js HTTP/1.1" 200 835 "http://www.linkservices.com.au/" "Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)"
5.79.137.186 - - [30/Jun/2018:05:27:14 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
40.77.189.162 - - [30/Jun/2018:07:32:55 +1000] "GET /img/logo.png HTTP/1.1" 200 5688 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.189.162 - - [30/Jun/2018:07:33:03 +1000] "GET /js/animate.js HTTP/1.1" 200 1406 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.188.236 - - [30/Jun/2018:07:33:10 +1000] "GET /rs-plugin/js/jquery.themepunch.plugins.min.js HTTP/1.1" 200 85185 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.188.236 - - [30/Jun/2018:07:33:11 +1000] "GET /rs-plugin/js/jquery.themepunch.revolution.min.js HTTP/1.1" 200 101288 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.188.236 - - [30/Jun/2018:07:33:13 +1000] "GET /js/functions.js HTTP/1.1" 200 15318 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.188.236 - - [30/Jun/2018:07:33:14 +1000] "GET /img/masterslider/01.jpg HTTP/1.1" 200 766148 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
5.79.137.186 - - [30/Jun/2018:05:26:28 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
40.77.189.205 - - [30/Jun/2018:07:32:48 +1000] "GET /css/font-awesome.min.css HTTP/1.1" 200 20769 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.189.205 - - [30/Jun/2018:07:32:58 +1000] "GET /js/bootstrap.js HTTP/1.1" 200 56932 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.189.205 - - [30/Jun/2018:07:33:01 +1000] "GET /img/parallax/02.jpg HTTP/1.1" 200 651412 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.189.119 - - [30/Jun/2018:07:33:21 +1000] "GET /fonts/typicons.ttf HTTP/1.1" 200 102292 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
5.79.137.186 - - [30/Jun/2018:05:26:44 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:26:31 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:27:02 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
40.77.188.117 - - [30/Jun/2018:07:32:45 +1000] "GET /layerslider/css/layerslider.css HTTP/1.1" 200 16480 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
5.79.137.186 - - [30/Jun/2018:05:26:20 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:26:57 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
40.77.188.144 - - [30/Jun/2018:07:32:51 +1000] "GET /masterslider/style/masterslider.css HTTP/1.1" 200 8330 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.188.253 - - [30/Jun/2018:07:32:46 +1000] "GET /css/magnific-popup.css HTTP/1.1" 200 7918 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.188.253 - - [30/Jun/2018:07:32:49 +1000] "GET /css/entypo.css HTTP/1.1" 200 14171 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.188.253 - - [30/Jun/2018:07:32:52 +1000] "GET /css/flexslider.css HTTP/1.1" 200 2686 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.188.253 - - [30/Jun/2018:07:33:03 +1000] "GET /js/jquery.fitvids.js HTTP/1.1" 200 3255 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.188.253 - - [30/Jun/2018:07:33:16 +1000] "GET /img/masterslider/04.jpg HTTP/1.1" 200 748158 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
123.125.67.224 - - [30/Jun/2018:02:07:10 +1000] "GET /robots.txt HTTP/1.1" 404 232 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36"
5.79.137.186 - - [30/Jun/2018:05:26:16 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:26:49 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
40.77.190.12 - - [30/Jun/2018:07:32:56 +1000] "GET /img/logo_white.png HTTP/1.1" 200 9781 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.190.12 - - [30/Jun/2018:07:33:05 +1000] "GET /js/jquery.magnific-popup.min.js HTTP/1.1" 200 20677 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
5.79.137.186 - - [30/Jun/2018:05:26:23 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
40.77.188.114 - - [30/Jun/2018:07:32:43 +1000] "GET /css/styles.css HTTP/1.1" 200 75936 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
46.161.9.18 - - [30/Jun/2018:09:09:42 +1000] "GET / HTTP/1.0" 200 22760 "http://www.linkservices.com.au/" "Mozilla/5.0 (Windows NT 6.1; Win64; rv:31.0) Gecko/20100101 Firefox/31.0"
180.76.15.20 - - [30/Jun/2018:06:26:38 +1000] "GET /js/jquery.fitvids.js HTTP/1.1" 200 1200 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
40.77.189.84 - - [30/Jun/2018:07:33:00 +1000] "GET /js/jquery.easing.js HTTP/1.1" 200 8266 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.189.84 - - [30/Jun/2018:07:33:00 +1000] "GET /js/tinynav.min.js HTTP/1.1" 200 835 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.189.84 - - [30/Jun/2018:07:33:03 +1000] "GET /js/jquery.isotope.min.js HTTP/1.1" 200 15977 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.189.84 - - [30/Jun/2018:07:33:05 +1000] "GET /js/retina.js HTTP/1.1" 200 1328 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.189.84 - - [30/Jun/2018:07:33:05 +1000] "GET /js/scale.fix.js HTTP/1.1" 200 552 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.189.84 - - [30/Jun/2018:07:33:06 +1000] "GET /js/jquery.countdown.js HTTP/1.1" 200 4024 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.189.84 - - [30/Jun/2018:07:33:14 +1000] "GET /masterslider/skins/default/light-skin-1.png HTTP/1.1" 200 4267 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
157.55.39.69 - - [30/Jun/2018:07:32:45 +1000] "GET /robots.txt HTTP/1.1" 404 232 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
157.55.39.69 - - [30/Jun/2018:07:32:46 +1000] "GET /robots.txt HTTP/1.1" 404 232 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
157.55.39.69 - - [30/Jun/2018:07:32:46 +1000] "GET /robots.txt HTTP/1.1" 404 232 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
5.79.137.186 - - [30/Jun/2018:05:26:32 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
40.77.189.30 - - [30/Jun/2018:07:33:08 +1000] "GET /layerslider/js/layerslider.transitions.js HTTP/1.1" 200 21108 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
5.79.137.186 - - [30/Jun/2018:05:26:58 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:27:16 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
40.77.189.244 - - [30/Jun/2018:07:32:50 +1000] "GET /rs-plugin/css/settings.css HTTP/1.1" 200 50354 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.189.244 - - [30/Jun/2018:07:32:51 +1000] "GET /masterslider/skins/default/style.css HTTP/1.1" 200 4109 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.189.244 - - [30/Jun/2018:07:32:57 +1000] "GET /js/jquery-1.10.2.js HTTP/1.1" 200 93111 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.189.244 - - [30/Jun/2018:07:33:05 +1000] "GET /js/respond.min.js HTTP/1.1" 200 4051 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.189.244 - - [30/Jun/2018:07:33:06 +1000] "GET /js/jquery.flexslider-min.js HTTP/1.1" 200 16959 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.189.244 - - [30/Jun/2018:07:33:07 +1000] "GET /js/jquery.refineslide.js HTTP/1.1" 200 30280 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.189.244 - - [30/Jun/2018:07:33:07 +1000] "GET /layerslider/js/greensock.js HTTP/1.1" 200 52309 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.189.244 - - [30/Jun/2018:07:33:11 +1000] "GET /masterslider/masterslider.js HTTP/1.1" 200 181250 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
5.79.137.186 - - [30/Jun/2018:05:26:15 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:26:45 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:27:05 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
40.77.189.30 - - [30/Jun/2018:07:32:41 +1000] "GET /css/bootstrap.css HTTP/1.1" 200 115659 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
40.77.189.30 - - [30/Jun/2018:07:32:49 +1000] "GET /css/typicons.min.css HTTP/1.1" 200 15014 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
111.206.198.20 - - [30/Jun/2018:02:29:12 +1000] "GET /fonts/typicons.woff HTTP/1.1" 200 60464 "http://www.linkservices.com.au/css/typicons.min.css" "Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)"
5.79.137.186 - - [30/Jun/2018:05:26:13 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
5.79.137.186 - - [30/Jun/2018:05:26:39 +1000] "GET / HTTP/1.1" 200 22760 "http://logo-all.ru/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.78 Safari/535.11"
95.221.59.13 - - [30/Jun/2018:13:43:30 +1000] "GET /masterslider/style/masterslider.css HTTP/1.1" 200 1960 "http://www.linkservices.com.au/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; Touch; ASU2JS)"
95.221.59.13 - - [30/Jun/2018:13:43:36 +1000] "GET /layerslider/js/layerslider.kreaturamedia.jquery.js HTTP/1.1" 200 19760 "http://www.linkservices.com.au/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; Touch; ASU2JS)"
95.221.59.13 - - [30/Jun/2018:13:43:29 +1000] "GET /css/bootstrap.css HTTP/1.1" 200 16472 "http://www.linkservices.com.au/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; Touch; ASU2JS)"
